Title,channel_title,published_at,category_id,view_count,like_count,comment_count,favorite_count,duration,definition,caption,engagement_rate,likes_to_views_ratio,comments_to_views_ratio,duration_seconds,video_age_days
We're Not Ready for Superintelligence,AI In Context,2025-07-09 16:03:16+00:00,28,8508911,344231,33478,0,PT34M11S,hd,TRUE,0.04438981153,0.04045534846,0.003934463066,2051,131
"🇮🇹 Italy’s AI Athlete – Pure Style, Pure Power  #robot #humanoid #Future  #Olympics #aiart",VS SEVEN,2025-05-20 17:45:03+00:00,17,18498928,151855,958,0,PT27S,hd,FALSE,0.008260640386,0.008208853604,5.18E-05,27,181
Apple's AI Crisis: Explained!,Marques Brownlee,2025-03-29 02:41:29+00:00,28,8109636,202405,14709,0,PT16M52S,hd,TRUE,0.02677234505,0.02495857706,0.00181376799,1012,234
Apple Intelligence vs Galaxy Ai✨ #Shorts,lifegoodd,2024-11-06 16:31:00+00:00,28,7999377,0,2756,0,PT19S,hd,FALSE,0.000344526787,0,0.000344526787,19,376
Hyper-realistic Robot at CES 2025! #robot #ai #shorts,Voices of Nightmare,2025-01-19 00:45:01+00:00,22,14119348,198103,13473,0,PT39S,hd,FALSE,0.01498482685,0.01403060439,0.0009542224645,39,303
Ai Is Only Dangerous For Ai,Facts' Mine,2025-02-03 03:31:00+00:00,24,9734984,721500,981,0,PT40S,hd,FALSE,0.07421490634,0.07411413577,0.0001007705713,40,288
"The cow warreped in millions of zombies 😭 saved by farmers ,#ai #trending #farmer #humanity",Catfuntv,2025-03-22 13:04:38+00:00,22,8452616,93117,867,0,PT23S,hd,FALSE,0.01111892329,0.0110163515,0.0001025717834,23,240
"The cow covered in millions of octopus 😭 rescue team saved her , #ai #trending #rescue #cow",Catfuntv,2025-03-16 13:00:39+00:00,22,7781977,96347,292,0,PT23S,hd,FALSE,0.01241830804,0.01238078545,3.75E-05,23,246
What if our Hands had Artificial Intelligence (AI)? + more videos | #aumsum #kids #children #whatif,AumSum's Science,2024-05-06 12:00:53+00:00,27,6679303,5906,0,0,PT30M39S,hd,FALSE,0.0008842238652,0.0008842238652,0,1839,560
Real life Vs AI. Part 11,Jiemba Sands,2025-07-31 13:45:00+00:00,23,12370553,295909,841,0,PT17S,hd,FALSE,0.02398841636,0.02392043234,6.80E-05,17,109
Elon Musk on A.i | Sophia the humanoid Robot 🤖,Inspiring Codes,2023-04-30 20:07:12+00:00,27,6970615,0,4509,0,PT19S,hd,FALSE,0.000646858183,0,0.000646858183,19,932
How AI is Changing the World!,Dhruv Rathee Shorts,2023-07-22 12:33:53+00:00,22,6188894,409833,2364,0,PT1M,hd,FALSE,0.06660268109,0.0662207066,0.0003819744882,60,849
Silicon Valley Secrets: Inside the AI Robotics Lab – Ep.2 #AIrobot #SiliconValley,AI Robot Lab,2025-09-20 06:36:04+00:00,24,12034736,69990,1439,0,PT20S,hd,FALSE,0.005935235643,0.005815665103,0.0001195705398,20,59
FINALLY! India Begins 'COMPULSORY' AI Education in Schools! #shorts,FactTechz,2025-10-18 00:30:02+00:00,27,8551072,437735,3378,0,PT59S,hd,FALSE,0.05158568989,0.05119065175,0.0003950381432,59,31
CHAT GPT और Artificial Intelligence | कैसे GPT USE करें | ROBOTS V/S HUMANS | JOBS RISK | Alakh GK,Alakh GK,2023-06-21 16:22:23+00:00,22,4747144,139768,3163,0,PT29M49S,hd,FALSE,0.03010883384,0.02944253862,0.0006662952153,1789,880
Artificial Intelligence Out of Control: The Apocalypse is Here | How AI and ChatGPT End Humanity,The Why Files,2023-07-07 01:00:11+00:00,28,4700822,189600,19686,0,PT43M48S,hd,FALSE,0.04452114023,0.0403333629,0.004187777332,2628,865
Squid Game AI Edible Slime ASMR #squidgame #squidgame2 #ai #asmr,A.I.C,2025-05-24 04:05:04+00:00,22,13101317,48193,305,0,PT8S,hd,FALSE,0.003701764967,0.003678484867,2.33E-05,8,178
INDIA is Literally CRAZY in AI USAGE - World's BIGGEST AI Company CEO Says #shorts,FactTechz,2025-04-09 23:29:00+00:00,27,6713010,430693,3362,0,PT55S,hd,FALSE,0.0646587649,0.06415794641,0.0005008184852,55,222
How China Is Using Artificial Intelligence in Classrooms | WSJ,The Wall Street Journal,2019-10-01 17:20:56+00:00,25,4289580,82564,12746,0,PT5M44S,hd,TRUE,0.02221895332,0.01924756754,0.002971385783,344,2239
I Expanded Memes Using Artificial Intelligence...,KingSammelot,2023-11-18 16:00:22+00:00,20,4237409,69330,9228,0,PT21M23S,hd,FALSE,0.01853915481,0.01636140945,0.002177745368,1283,730
Sam Altman Shows Me GPT 5... And What's Next,Cleo Abram,2025-08-08 00:09:36+00:00,25,4190019,92871,9063,0,PT1H5M7S,hd,TRUE,0.0243278075,0.02216481067,0.002162996835,3907,102
"Ex-OpenAI Scientist WARNS: ""You Have No Idea What's Coming""",AI Upload,2025-07-16 21:51:04+00:00,28,4148571,51823,16786,0,PT18M14S,hd,FALSE,0.01653797982,0.01249176825,0.004046211564,1094,124
"Godfather of AI WARNS: ""You Have No Idea What's Coming""",The Diary Of A CEO Clips,2025-09-27 18:00:03+00:00,22,4073415,60814,11599,0,PT20M57S,hd,FALSE,0.01777697147,0.01492948425,0.00284748722,1257,51
The Future of Artificial Intelligence By Sandeep Maheshwari | Will ChatGPT Take Your Job?,Sandeep Maheshwari,2023-05-11 06:38:09+00:00,22,4061251,136338,6150,0,PT15M15S,hd,FALSE,0.03508474727,0.03357043591,0.00151431135,915,922
"""Godfather of AI"" Geoffrey Hinton: The 60 Minutes Interview",60 Minutes,2023-10-09 12:03:13+00:00,25,3878052,52101,3935,0,PT13M12S,hd,FALSE,0.01444951887,0.01343483444,0.001014684431,792,770
AI 2025 vs AI 2023,Meme Zee,2025-03-19 11:23:29+00:00,22,6662779,237323,3099,0,PT8S,hd,FALSE,0.03608433717,0.035619216,0.0004651211656,8,243
Nobel Prize Winner Says ‘AI is The MOST DANGEROUS Invention Ever’ Sir Geoffrey Hinton #shorts,FactTechz,2025-07-13 00:30:20+00:00,27,5865843,373669,2179,0,PT1M41S,hd,FALSE,0.06407398492,0.06370251238,0.0003714725451,101,128
AI 2027: A Realistic Scenario of AI Takeover,Species | Documenting AGI,2025-05-28 20:53:33+00:00,27,3834848,114674,18198,0,PT37M45S,hd,TRUE,0.03464856113,0.02990313308,0.004745428047,2265,173
THE REAL SPAGHETTI O’S ​@cookingwithkian,itsQCP,2024-02-06 20:09:34+00:00,24,272007073,6419768,18878,0,PT44S,hd,FALSE,0.02367087703,0.02360147442,6.94E-05,44,650
1000 SAMOSA RECIPE BY MY GRANNY | STREET FOOD | INDIAN RECIPES | PERFECT SAMOSA | POTATO RECIPES,Veg Village Food,2020-06-19 12:30:05+00:00,26,149137658,935451,30939,0,PT10M3S,hd,FALSE,0.006479852282,0.006272399649,0.0002074526327,603,1977
Hari mirche jyada daal di.🤣 #cooking #food #recipe #vlog #vlogging #dailyvlog #lifestyle #shorts,Loveneet Valecha,2025-07-29 07:51:35+00:00,22,277083247,1896030,2452,0,PT23S,hd,FALSE,0.006851666471,0.006842817145,8.85E-06,23,112
Java Plum Jaam #Shorts,Side Dish Recipes,2024-06-04 12:30:13+00:00,26,146231267,3144888,3503,0,PT59S,hd,FALSE,0.02153021746,0.02150626226,2.40E-05,59,531
Black Forest Cake #shorts,Great Indian Asmr,2023-12-20 12:14:05+00:00,22,139348543,5235613,10157,0,PT59S,hd,FALSE,0.03764495738,0.03757206821,7.29E-05,59,698
Dhaba Style Egg Curry ASMR Cooking | #shorts #food #cooking #recipe #eggcurry #egg #nonveg #viral,Indian ASMR World,2023-04-25 07:30:05+00:00,22,114431962,3418128,4068,0,PT52S,hd,FALSE,0.02990594507,0.02987039556,3.55E-05,52,938
Special Cheesy Bread Omlet Recipe 😍 | indian street food | street food india | egg recipes,Yummy Food,2021-05-16 20:30:42+00:00,22,111782894,0,7859,0,PT1M,hd,FALSE,7.03E-05,0,7.03E-05,60,1646
Anda Tawa Fry ASMR Cooking || #food #cooking #shorts #indianasmrworld #nonveg #egg,Indian ASMR World,2023-12-12 07:27:00+00:00,22,93090333,3210440,3796,0,PT53S,hd,FALSE,0.03452813909,0.03448736149,4.08E-05,53,707
This idea was a special by you guys! So here’s Noodles without Noodles 😉❤️,Cookd,2024-06-25 13:33:11+00:00,26,97124017,2702674,7292,0,PT49S,hd,FALSE,0.02790211995,0.02782704068,7.51E-05,49,510
10 MILLION TINY FISHES | Ayira Meen | Rare River Fish Cleaning and Cooking In Village | Fish Recipes,Village Cooking Channel,2022-03-26 14:34:19+00:00,26,76409272,784052,11524,0,PT8M54S,hd,FALSE,0.01041203468,0.01026121528,0.0001508193907,534,1332
Sheer Khurma Recipe | Special Eid Recipe | Sweet Dish | Cooking CH,Cooking CH,2024-04-08 02:49:15+00:00,26,74141865,2013487,5470,0,PT58S,hd,FALSE,0.02723099794,0.02715722046,7.38E-05,58,589
Cooking A Whole Huge Ostrich! The Recipe Of The Dish That Everyone Was Waiting For,WILDERNESS COOKING,2023-10-01 13:00:33+00:00,26,68811595,484053,23873,0,PT25M12S,hd,FALSE,0.007381401239,0.007034468435,0.0003469328048,1512,778
Ye kyaa huaa 😩 #food #cookingrecipes #shorts #youtubeshorts,Secret of yum,2023-12-17 11:15:25+00:00,22,68952679,2269403,2311,0,PT1M,hd,FALSE,0.03294598557,0.03291246983,3.35E-05,60,701
Pistachio with Pomegranate flaver recipe🥜🔥#fruits #cooking #recipes #shorts,Ashkan Sadeghi,2024-11-12 15:28:40+00:00,26,68823812,1475705,2241,0,PT1M1S,hd,FALSE,0.02147434057,0.02144177917,3.26E-05,61,370
FULL CHICKEN BIRYANI | Whole Chicken Biryani Cooking & Eating in Village | Arabian Biryani Recipe,Village Cooking Channel,2024-09-24 14:00:12+00:00,26,59910020,604286,7851,0,PT8M45S,hd,FALSE,0.01021760617,0.01008655964,0.0001310465239,525,419
This BINGHULU recipe is surprisingly delightful!,Little Remy Food 🐭🍝,2024-08-24 20:17:57+00:00,24,66731938,2197367,4455,0,PT20S,hd,FALSE,0.03299502507,0.03292826543,6.68E-05,20,450
Kitkat Shake🍫🥤 #recipe #cooking #streetfood #eveningsnacks #foodie #indianfood #food #shorts,Loveneet Valecha,2025-05-14 07:30:08+00:00,22,122654238,1077520,2355,0,PT20S,hd,FALSE,0.008804220782,0.008785020467,1.92E-05,20,188
Is Minecraft food any good #cooking #food #foodasmr #recipe,Louis Gantus,2024-03-02 19:58:27+00:00,22,59157893,0,10323,0,PT52S,hd,FALSE,0.0001744991125,0,0.0001744991125,52,625
Unique Chikkar Chole Recipe😍 #shorts #chole #trending,Foodies Food Court,2025-03-21 06:15:02+00:00,22,74392599,1554399,2311,0,PT43S,hd,FALSE,0.02092560282,0.0208945379,3.11E-05,43,242
Perfect Cake Slices Made Easy,5-Minute Crafts HOUSE,2025-08-03 12:45:11+00:00,26,113393655,739579,537,0,PT19S,hd,FALSE,0.006526961261,0.006522225547,4.74E-06,19,106
Paneer Shawarma Burger Making🥵🔥|| Indian Street Food,bhukkad dilli ke,2024-12-05 06:30:10+00:00,22,58780648,1347777,2782,0,PT45S,hd,FALSE,0.02297625193,0.02292892343,4.73E-05,45,348
Delicious Street Food Recipes - Satisfying Food Ideas #Shorts,Cooking Little,2022-04-15 13:03:51+00:00,22,50321955,1000759,2106,0,PT34S,hd,FALSE,0.01992897494,0.01988712442,4.19E-05,34,1312
How to cook salmon fish recipe #shortvideo #shorts #cooking #food #recipe,The Everyday Recipe,2024-11-25 16:27:24+00:00,22,50280390,1452828,11120,0,PT59S,hd,FALSE,0.02911568448,0.02889452471,0.0002211597758,59,357
Sirf 5 MIN mai 🤩 Itna Tasty 💜 Recipe #dinner #dinnerrecipe #lunch #lunchrecipe #dinnerideas #recipe,Chef Prateek's Kitchen,2024-09-04 12:35:34+00:00,26,50170445,1816984,5124,0,PT59S,hd,FALSE,0.03631835364,0.0362162218,0.0001021318407,59,439
Best Of Food Recipe 🤗 How To Make Delicious Miniature Cheetos Fried Chicken | By Tina Mini Cooking,Tina Mini Cooking,2024-01-06 13:00:15+00:00,24,44609921,684363,9252,0,PT1H5M50S,hd,FALSE,0.01554844682,0.01534104902,0.0002073978072,3950,681
Angara Chicken ASMR Cooking || #shorts #indianasmrworld #recipe #asmr #nonveg #chicken #streetfood,Indian ASMR World,2024-06-24 12:10:00+00:00,22,51749794,1877589,2245,0,PT54S,hd,FALSE,0.03632543858,0.03628205677,4.34E-05,54,511
Street Style Ragda Pani Puri ASMR Cooking || #shorts #food #cooking #asmr #recipe #indianasmrworld,Indian ASMR World,2025-05-18 08:26:00+00:00,22,91421560,1161963,1064,0,PT57S,hd,FALSE,0.01272158326,0.01270994487,1.16E-05,57,184
PRAWNS FRY | Crispy Shrimp Fry Recipe Cooking in Village | Tasty Fried Shrimp Seafood Recipe,Village Cooking Channel,2020-08-17 14:17:29+00:00,26,42249717,456338,8154,0,PT10M5S,hd,FALSE,0.01099396687,0.0108009715,0.000192995371,605,1918
Pistachio with Savory and sour flaver recipe 🍋🧂#fruits #cooking #recipes  #shorts,Ashkan Sadeghi,2025-03-04 13:15:23+00:00,26,58894409,754186,1306,0,PT1M,hd,FALSE,0.01282790676,0.01280573148,2.22E-05,60,258
10 minutes Healthy dahi wala Sandwich #food #bharatzkitchen #recipe #cooking,Bharatzkitchen Shorts,2024-05-23 12:07:13+00:00,26,42223852,1545577,1950,0,PT55S,hd,FALSE,0.03665053968,0.03660435726,4.62E-05,55,543
Momos pizza recipe!!! #food #recipe #youtubeshorts #shortvideo #shorts,Secret of yum,2024-04-10 12:20:10+00:00,22,41790273,1445339,1313,0,PT59S,hd,FALSE,0.03461695417,0.03458553538,3.14E-05,59,586
Papad cone recipe !! #recipe #food #shorts #youtubeshorts,Secret of yum,2025-03-23 11:04:59+00:00,22,47159467,1321678,2418,0,PT59S,hd,FALSE,0.02807699188,0.02802571903,5.13E-05,59,239
Gym ke liye late ho gaya.🥲 #cooking #food #recipe #vlog #lifestyle #explorepage #dailyvlog #shorts,Loveneet Valecha,2025-10-25 07:47:20+00:00,22,78133831,745467,1417,0,PT31S,hd,FALSE,0.009559034555,0.009540899005,1.81E-05,31,24
Egg Paratha? #shorts#shortsviral #shortsvideo #recipe,RecipeSima,2025-06-27 13:10:50+00:00,26,75495701,1004992,848,0,PT35S,hd,FALSE,0.01332314255,0.01331191013,1.12E-05,35,143
COLORFUL SWEET | Coconut Laddu Recipe Cooking in Village | Farm Fresh Coconut Nariyal Ladoo Recipe,Village Cooking Channel,2025-02-08 14:02:26+00:00,26,37331561,181220,3085,0,PT10M41S,hd,FALSE,0.004936975313,0.004854337464,8.26E-05,641,282
Cheap vs expensive burrito #cooking #food #foodasmr #recipe,Louis Gantus,2024-02-27 20:00:25+00:00,22,38395471,0,6193,0,PT57S,hd,FALSE,0.000161295061,0,0.000161295061,57,629
Ayeein 😂😂ye kaise hua???? #food #cookingrecipes #recipe #youtubeshorts #shortvideo,Secret of yum,2023-12-05 10:51:19+00:00,22,38266664,1427982,1886,0,PT59S,hd,FALSE,0.03736589013,0.03731660441,4.93E-05,59,713
The end of an era #cooking #food #foodasmr #recipe,Louis Gantus,2024-03-18 19:05:08+00:00,22,37636490,0,18559,0,PT46S,hd,FALSE,0.0004931118579,0,0.0004931118579,46,609
"14 Amazing Potato Recipes!! Collections ! French Fries , Potato Chip , Potato Snack, Potato Sticks",Cooking Lee's,2022-12-12 12:30:30+00:00,26,34965480,314636,4713,0,PT51M25S,hd,TRUE,0.009133264891,0.00899847481,0.0001347900805,3085,1071
Korean style burger !! #food #recipe #shorts #youtubeshorts #short,Secret of yum,2025-05-30 11:52:15+00:00,22,54741925,1057816,1246,0,PT59S,hd,FALSE,0.0193464512,0.01932368985,2.28E-05,59,171
MUTTON DRY FRY | Varattu Kari | Chettinad Fried Mutton Recipe | Traditional Cooking in Village,Village Cooking Channel,2019-05-18 14:32:01+00:00,26,34362471,319634,5340,0,PT10M4S,hd,FALSE,0.009457235789,0.009301833698,0.000155402091,604,2375
🍞💛 Rasmalai Bread Recipe | Instant Indian Dessert 🤯,The Flavor Queen,2025-09-02 12:24:01+00:00,26,74863185,915451,521,0,PT17S,hd,FALSE,0.01223527943,0.01222832007,6.96E-06,17,76
Momos 🥟😍 #recipe #cooking  #indianfood #eveningsnacks #streetfood #youtubeshorts,Loveneet Valecha,2025-03-02 06:40:51+00:00,22,55225868,857130,1928,0,PT29S,hd,FALSE,0.01555535505,0.01552044387,3.49E-05,29,261
Kadai paneer with garlic naan recipe!! #food #recipe #shorts #youtubeshorts #paneer,Secret of yum,2024-11-22 11:24:29+00:00,22,35651886,1061793,1453,0,PT55S,hd,FALSE,0.02982299366,0.02978223845,4.08E-05,55,360
Hyderabadi Khagina | Celebrity Recipes | Food Prescription #shorts #youtubeshorts,Food Prescription,2025-02-10 15:30:18+00:00,26,44417159,806282,2663,0,PT54S,hd,FALSE,0.01821244312,0.01815248881,6.00E-05,54,280
Mischen Sie einfach 3 Eier und Kartoffeln! Dieses Gericht wird jeden sofort beeindrucken!,Rezept hub,2025-03-05 14:19:26+00:00,22,30967363,280127,17167,0,PT15M44S,hd,TRUE,0.009600235913,0.009045878106,0.0005543578071,944,257
43 Easy 3-Ingredient Recipes,Tasty,2018-09-21 16:00:03+00:00,26,30760360,577082,15792,0,PT20M20S,hd,FALSE,0.01927396106,0.01876057306,0.0005133879931,1220,2614
POTATO CHICKEN | Aloo Chicken | One Pan Chicken and Potatoes Recipe Cooking in Underground Baking,Village Cooking Channel,2024-12-09 14:01:19+00:00,26,30442897,293744,4057,0,PT9M3S,hd,FALSE,0.009782281569,0.009649015675,0.0001332658934,543,343
1000 MYSORE PAK | Traditional Mysore Pak Recipe Cooking in Village | Quick & Easy Sweet Recipe,Village Cooking Channel,2023-02-28 14:45:54+00:00,26,29868466,326215,7045,0,PT8M14S,hd,FALSE,0.01115758636,0.01092171888,0.0002358674786,494,993
Kurkure ki unique recipe!!! #food #shorts #shortvideo #youtubeshorts,Secret of yum,2025-02-18 11:00:24+00:00,22,35155718,792346,1306,0,PT47S,hd,FALSE,0.0225753312,0.02253818219,3.71E-05,47,272
Sigma #bek_zufarr #workout #motivation #sigma #workoutmotivation,Зуфар Бек,2024-01-28 12:03:32+00:00,17,328933013,10879340,8347,0,PT17S,hd,FALSE,0.03310001288,0.03307463689,2.54E-05,17,659
FAST Walking in 30 minutes | Fitness Videos,Walk at Home,2019-04-17 14:59:55+00:00,1,167318399,939090,26249,0,PT31M31S,hd,FALSE,0.005769473053,0.005612592518,0.0001568805344,1891,2406
LOSE BELLY FAT IN 7 DAYS Challenge | Lose Belly Fat In 1 Week At Home | Cult Fit | CureFit,wearecult,2020-12-04 02:30:10+00:00,24,102394267,2154915,46035,0,PT12M58S,hd,FALSE,0.02149485555,0.02104526984,0.0004495857131,778,1810
Exercise To Lose Weight FAST || Zumba Class,Zumba Class,2020-04-23 14:00:24+00:00,26,100753259,840567,14921,0,PT24M3S,hd,FALSE,0.008490921286,0.008342826823,0.0001480944636,1443,2034
Easy Exercise To Lose Belly Fat At Home For Beginners - 35 Mins Aerobic Workout | EMMA Fitness,EMMA Fitness,2020-10-21 15:00:13+00:00,26,84806548,1046266,14778,0,PT32M23S,hd,FALSE,0.01251134508,0.01233708967,0.0001742554104,1943,1853
Fat Burning Cardio Workout - 37 Minute Fitness Blender Cardio Workout at Home,FitnessBlender,2013-04-26 14:39:31+00:00,26,75500996,611008,1791,0,PT37M10S,hd,FALSE,0.008116435866,0.008092714325,2.37E-05,2230,4588
Wait for the end. Trust me 😂😂 #fitness #workout #gym #workoutshorts #trainingshorts #worthit,Sara Saffari,2023-04-30 06:20:56+00:00,22,74365528,1784015,15019,0,PT17S,hd,FALSE,0.02419177305,0.02398981119,0.0002019618525,17,933
1.0 Mile Happy Walk | Walk at Home | Walking Workout | over 100M Views,Walk at Home,2015-12-11 20:48:16+00:00,22,73868904,451815,8421,0,PT15M31S,hd,FALSE,0.006230442972,0.006116443719,0.0001139992531,931,3629
8 Best Exercises To Shrink Stomach Fat Fast,Roberta's Gym,2018-11-06 09:57:52+00:00,17,66670003,771358,21057,0,PT10M36S,hd,FALSE,0.01188563001,0.01156979082,0.0003158391891,636,2569
20 MIN FULL BODY WORKOUT - Beginner Version // No Equipment I Pamela Reif,Pamela Reif,2019-09-01 10:12:36+00:00,17,63714019,791843,21113,0,PT21M55S,hd,FALSE,0.01275945232,0.01242808098,0.0003313713371,1315,2270
"30 minute fat burning home workout for beginners. Achievable, low impact results.",Body Project,2019-03-24 20:07:35+00:00,1,57132127,669655,28284,0,PT29M12S,hd,FALSE,0.01221622622,0.01172116327,0.000495062953,1752,2430
30-Minute HIIT Cardio Workout with Warm Up - No Equipment at Home | SELF,SELF,2018-05-21 16:01:33+00:00,26,56674475,749083,20035,0,PT28M51S,hd,FALSE,0.01357080037,0.01321729027,0.0003535101057,1731,2737
My go to Full Body Workout. No equipment. Anywhere,Senada Greca,2024-02-16 22:08:36+00:00,26,61911160,1476240,19737,0,PT33S,hd,FALSE,0.02416328455,0.02384448904,0.0003187955076,33,640
Full Body Warm-Up Routine for an Energizing Workout! #anatoly #workout #funny #fitness  #gym #prank,HealthPlus Tips,2023-07-22 18:04:22+00:00,26,70925521,915432,2449,0,PT28S,hd,FALSE,0.01294147684,0.01290694766,3.45E-05,28,849
20 Minute Walk at Home Exercise | Fitness Videos,Walk at Home,2018-03-28 13:54:58+00:00,1,54725592,264039,5780,0,PT21M21S,sd,FALSE,0.004930398836,0.004824780976,0.0001056178596,1281,2791
14 Days Weight Loss Challenge - Home Workout Routine,Roberta's Gym,2018-11-05 08:23:53+00:00,17,48667601,616714,30413,0,PT22M21S,hd,FALSE,0.01329687458,0.01267196193,0.0006249126472,1341,2570
15 MIN HAPPY DANCE WORKOUT - burn calories and smile / No Equipment I Pamela Reif,Pamela Reif,2020-05-20 05:30:00+00:00,17,47753941,480302,7776,0,PT14M26S,hd,FALSE,0.01022068503,0.0100578503,0.0001628347247,866,2008
The Fastest Weight Loss Exercise - Fat Burning by Aerobic Workout (Once a Day) | Eva Fitness,Eva Fitness,2020-05-19 13:00:12+00:00,26,47487031,485722,10346,0,PT30M24S,hd,FALSE,0.01044638882,0.01022851881,0.0002178700071,1824,2008
28 Minute Full Body Workout To Get In Shape - Do This Workout Every Evening | EMMA Fitness,EMMA Fitness,2021-07-28 15:00:12+00:00,26,45024085,437519,3778,0,PT25M48S,hd,FALSE,0.00980135388,0.009717443237,8.39E-05,1548,1573
"Lose 20kg successfully! Anyone can do , let's succeed in dieting with Chinese exercise! #shorts",Wanyo mori,2024-10-02 06:31:21+00:00,22,59857636,1397949,5121,0,PT1M,hd,FALSE,0.02344011676,0.02335456376,8.56E-05,60,412
30 MIN WALKING CARDIO WORKOUT | Intense Full Body Fat Burn at Home ~ Emi,emi wong,2022-02-27 13:49:54+00:00,22,40390789,618691,10444,0,PT30M17S,hd,FALSE,0.01557619943,0.01531762563,0.0002585737986,1817,1359
No Gym Full Chest Workout At Home,Yash Anand,2020-03-20 13:33:17+00:00,26,40017448,1063439,19869,0,PT5M54S,hd,FALSE,0.027070891,0.02657438259,0.0004965084106,354,2068
30 mins BEGINNERS Workout | Lose 3-5 kgs in 1 month | BOLLYWOOD Dance Fitness Workout # 25,DanceWithDeepti,2020-11-02 02:00:00+00:00,24,36212162,523837,22553,0,PT29M47S,hd,FALSE,0.01508857673,0.01446577494,0.0006228017918,1787,1842
Day 26 | RUKNA NHI HAI ❤️🎯 | #fatlosejourney #weightloss #motivation #gym #fitness #viral #trending,Aman Thakur,2025-02-04 03:46:44+00:00,22,39682527,1159001,4335,0,PT1M1S,hd,FALSE,0.02931607583,0.0292068338,0.0001092420322,61,287
"20 min Fat Burning Workout for TOTAL BEGINNERS (Achievable, No Equipment)",MadFit,2022-02-07 18:25:28+00:00,22,32087745,580787,14538,0,PT22M18S,hd,FALSE,0.01855303267,0.01809996252,0.0004530701533,1338,1379
Try this 🧘🏻‍♀️✔️ || camera man @vivek_99_fit  #pose #fitness #workout #explore #viralvideo,Neeru Saini,2024-12-23 12:30:01+00:00,22,53311984,1045557,1983,0,PT20S,hd,FALSE,0.01964924022,0.01961204408,3.72E-05,20,329
Top Exercises | Lose Belly Fat | Tighten Your Waist | Get Rid Of Belly Fat With Simple Exercises,NL Fitness,2023-06-18 12:00:07+00:00,26,30946305,563836,12137,0,PT8M25S,hd,FALSE,0.0186120114,0.01821981596,0.0003921954368,505,883
Right vs wrong exercise #fitnessmotivation,Prem Fitness Club,2023-06-09 05:17:30+00:00,17,31749442,358826,637,0,PT9S,hd,FALSE,0.01132186791,0.01130180457,2.01E-05,9,893
i have a vision ☝️join my calisthenics beginner challenge - link in bio! #gym #fitness #workout,LilBigNanc,2024-07-11 16:12:32+00:00,22,30764445,2146545,4109,0,PT11S,hd,FALSE,0.06990712591,0.06977356264,0.0001335632698,11,494
7 DAY CHALLENGE / 12 MINUTE WORKOUT TO LOSE BELLY FAT / SPECIAL WORKOUT | Zumba Class,Zumba Class,2021-06-18 22:00:14+00:00,26,29384178,250695,2785,0,PT12M20S,hd,FALSE,0.008626410831,0.008531631937,9.48E-05,740,1613
20 Minute Full Body Cardio HIIT Workout [NO REPEAT],Juice & Toya,2021-10-13 23:30:10+00:00,27,28514756,628297,9311,0,PT29M3S,hd,TRUE,0.02236063243,0.02203409975,0.0003265326792,1743,1496
Morning routine #ankitbaiyanpuria #fitness #workout #motivation #kusti,Ankit Baiyanpuria,2023-04-25 02:58:52+00:00,17,28022468,1816255,2354,0,PT35S,hd,FALSE,0.06489824291,0.06481423889,8.40E-05,35,938
"20 MIN CARDIO HIIT WORKOUT - ALL STANDING - Full Body, No Equipment, No Repeats",Nobadaddiction,2023-09-12 11:00:09+00:00,17,26611490,433723,3800,0,PT27M48S,hd,FALSE,0.01644113064,0.01629833518,0.0001427954563,1668,797
35 Mins Exercises For Weight Loss | Best FULL BODY WORKOUT | Zumba Class,Zumba Class,2020-08-28 22:00:11+00:00,26,26349914,178175,2438,0,PT29M57S,hd,FALSE,0.006854405413,0.006761881395,9.25E-05,1797,1907
Top 10 Morning Exercises To Do At Home,Roberta's Gym,2020-01-23 11:22:28+00:00,17,26228430,315037,6494,0,PT19M51S,hd,FALSE,0.01225887282,0.01201127891,0.0002475939182,1191,2125
weight loss exercises at home#yoga #weightloss #fitnessroutine #short,Do1Fit,2024-01-15 03:00:19+00:00,22,44118265,602427,1259,0,PT6S,hd,FALSE,0.01368335736,0.01365482043,2.85E-05,6,673
Classic 2 Mile Workout by Walk at Home - DLCC3 - Steel City Series,Walk at Home,2021-10-20 12:00:12+00:00,22,25135280,168236,5342,0,PT30M12S,hd,FALSE,0.006905751322,0.006693221373,0.0002125299494,1812,1489
Met some cool people at the last LA Expo! #fitness #workout,The Greatest Entertainer,2024-09-12 15:10:21+00:00,24,31588791,370615,1130,0,PT26S,hd,FALSE,0.01176825629,0.0117324841,3.58E-05,26,431
25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,2023-03-13 02:00:07+00:00,17,24924259,391768,10748,0,PT28M19S,hd,FALSE,0.01614956673,0.01571834028,0.0004312264436,1699,981
full-body exercises at🏠تمرين الجسم كامل في المنزل home No equipment @S7S_GYM,MUSCLE MANIA,2021-04-18 14:38:16+00:00,17,24869531,581428,2689,0,PT16M31S,hd,FALSE,0.0234872534,0.02337912913,0.0001081242703,991,1674
At Home Core Workout | Clutch Life: Ashley Conrad's 24/7 Fitness Trainer,Bodybuilding.com,2015-07-21 19:19:53+00:00,26,24479047,280271,4775,0,PT10M16S,hd,FALSE,0.01164448879,0.01144942401,0.0001950647754,616,3772
